670 665.536
770 769.383
660 641.171
620 586.584
820 837.208
750 726.833
720 719.402
750 735.509
770 744.104
670 684.558
640 662.557
680 676.869
650 678.365
390 364.262
680 688.553
640 632.344
370 396.017
570 598.49
810 802.131
670 676.052
780 764.676
800 762.954
650 685.097
620 608.185
790 754.349
610 594.193
880 893.801
650 649.066
710 723.716
690 679.009
700 683.785
660 690.635
680 640.499
650 691.111
580 574.579
610 598.969
700 692.309
720 718.899
510 551.594
690 675.498
660 630.166
650 693.466
730 778.082
760 723.148
620 595.17
720 712.526
460 505.589
590 602.795
680 647.932
500 487.955
620 634.347
750 741.439
670 693.762
770 793.42
640 639.256
810 770.1
760 790.256
850 851.995
590 612.999
670 656.734
