1.58222e+11 1.44118e+11
1.24631e+11 1.31533e+11
1.29835e+11 1.31239e+11
1.13535e+11 1.33115e+11
1.82389e+11 1.6805e+11
2.38067e+11 2.31377e+11
1.59287e+11 1.5648e+11
1.96517e+11 2.01474e+11
1.84113e+11 1.75801e+11
1.84403e+11 1.77182e+11
1.74283e+11 1.9126e+11
1.8123e+11 1.95547e+11
1.27112e+11 1.31149e+11
1.19047e+11 1.08702e+11
1.54195e+11 1.25495e+11
1.09944e+11 1.06708e+11
1.39555e+11 1.28493e+11
1.44213e+11 1.4159e+11
1.7457e+11 1.76823e+11
1.15739e+11 1.34001e+11
1.58986e+11 1.53879e+11
1.95136e+11 1.81592e+11
1.87478e+11 1.60895e+11
1.40011e+11 1.39585e+11
1.97518e+11 1.94217e+11
1.15121e+11 1.34073e+11
1.97924e+11 1.97998e+11
1.50794e+11 1.5206e+11
1.58812e+11 1.58319e+11
1.63237e+11 1.55651e+11
1.40081e+11 1.57229e+11
1.26835e+11 1.3299e+11
1.51275e+11 1.51507e+11
1.32046e+11 1.29159e+11
1.24961e+11 1.34867e+11
1.77735e+11 1.79335e+11
1.66868e+11 1.57533e+11
1.36511e+11 1.55192e+11
2.36607e+11 2.04919e+11
1.55788e+11 1.64603e+11
1.62314e+11 1.66012e+11
1.84622e+11 1.91953e+11
1.54139e+11 1.51088e+11
1.62871e+11 1.62223e+11
1.19894e+11 1.2407e+11
2.04289e+11 2.0508e+11
1.28664e+11 1.4589e+11
1.4049e+11 1.2954e+11
1.42238e+11 1.44637e+11
1.33309e+11 1.30997e+11
1.61959e+11 1.73202e+11
1.77416e+11 1.77163e+11
1.66654e+11 1.76111e+11
1.93029e+11 1.98292e+11
1.7587e+11 1.88851e+11
1.69493e+11 1.65632e+11
1.85581e+11 1.79247e+11
1.78604e+11 1.85015e+11
1.21513e+11 1.18803e+11
1.75744e+11 1.63709e+11
