1.83619e+11 1.74142e+11
1.91977e+11 2.11688e+11
1.95549e+11 1.84374e+11
1.8657e+11 1.76595e+11
9.63513e+10 1.16211e+11
1.76351e+11 1.34836e+11
1.04745e+11 1.47891e+11
1.56688e+11 1.66415e+11
1.53693e+11 1.93326e+11
1.52079e+11 1.57637e+11
1.28895e+11 1.60511e+11
1.79274e+11 1.76587e+11
1.32134e+11 1.65309e+11
1.83777e+11 2.10305e+11
2.19282e+11 2.30997e+11
9.54041e+10 9.04056e+10
1.76604e+11 1.79783e+11
1.67601e+11 1.81199e+11
1.4488e+11 1.36248e+11
1.49535e+11 1.69165e+11
1.87606e+11 1.95987e+11
5.64358e+10 1.28006e+11
1.11621e+11 1.5637e+11
1.10466e+11 1.81882e+11
1.55063e+11 1.58745e+11
1.6183e+11 2.08317e+11
1.69719e+11 1.53051e+11
1.11778e+11 1.46449e+11
1.70558e+11 1.58142e+11
1.61906e+11 1.47085e+11
1.64251e+11 1.30465e+11
1.31712e+11 1.38515e+11
1.51132e+11 1.67724e+11
1.71192e+11 2.08721e+11
1.28316e+11 1.79958e+11
2.1905e+11 2.2444e+11
1.14679e+11 1.31679e+11
5.82906e+10 1.33866e+11
1.49873e+11 1.98663e+11
1.65476e+11 1.96923e+11
