0 10.2559
2.44913 -2.24997
2.54981 -1.39461
2.57117 -3.29229
2.5819 -2.2543
4.07288 0.404876
4.07578 0.258051
4.07941 -0.983293
4.12724 -0.00228255
4.17014 0.885906
4.17855 -1.08134
4.23872 -2.67248
4.56008 0.397616
4.96316 -0.134796
5.49341 -2.66194
5.61695 0.422108
5.67783 -0.0513912
5.76915 1.15422
5.82266 0.589544
5.83351 0.145275
5.84606 0.529348
5.86909 -0.147643
5.90026 -0.153066
6.04891 1.44072
6.07418 1.00694
6.24485 0.646852
6.25787 0.246047
6.51875 -0.730021
6.67551 0.904361
6.72803 1.42077
7.06574 2.02645
7.19289 0.540652
7.31013 0.205352
7.45136 -0.0920084
7.89649 2.18325
8.09314 1.02867
9.51487 1.70052
