1.58222 1.43503
1.24631 1.31888
1.29835 1.43191
1.13535 1.30946
1.82389 1.68249
2.38067 2.15416
1.59287 1.50128
1.96517 2.03617
1.84113 1.74778
1.84403 1.80103
1.74283 1.87221
1.8123 1.97167
1.27112 1.3023
1.19047 1.18469
1.54195 1.34513
1.09944 1.16792
1.39555 1.29587
1.44213 1.28704
1.7457 1.82445
1.15739 1.34485
1.58986 1.48059
1.95136 1.77506
1.87478 1.74651
1.40011 1.34931
1.97518 1.96256
1.15121 1.38667
1.97924 1.93771
1.50794 1.53478
1.58812 1.63487
1.63237 1.44966
1.40081 1.61873
1.26835 1.44415
1.51275 1.51728
1.32046 1.25252
1.24961 1.41517
1.77735 1.685
1.66868 1.5343
1.36511 1.51633
2.36607 1.95874
1.55788 1.68343
1.62314 1.65873
1.84622 1.84617
1.54139 1.56516
1.62871 1.66265
1.19894 1.2096
2.04289 2.02724
1.28664 1.51277
1.4049 1.2438
1.42238 1.38601
1.33309 1.35424
1.61959 1.69383
1.77416 1.68134
1.66654 1.76363
1.93029 1.97929
1.7587 1.86122
1.69493 1.75898
1.85581 1.80141
1.78604 1.8286
1.21513 1.23329
1.75744 1.6208
